"company","_freq","uname"
"Pegasus Solutions",372,"PEGASUS SOLUTIONS"
"Safeco",372,"SAFECO"
"Egon Zehnder Interna",372,"EGON ZEHNDER INTERNA"
"Hilton",372,"HILTON"
"Maersk",372,"MAERSK"
"JohnsonDiversey",372,"JOHNSONDIVERSEY"
"LaSalle Bank",372,"LASALLE BANK"
"Mentor Graphics Corp",372,"MENTOR GRAPHICS CORP"
"T. Rowe Price",372,"T ROWE PRICE"
"cisco systems",372,"CISCO SYSTEMS"
"Unilog Management",373,"UNILOG MANAGEMENT"
"UnumProvident",373,"UNUMPROVIDENT"
"RBC Financial Group",373,"RBC FINANCIAL GROUP"
"RE/MAX",373,"REMAX"
"Citigroup Private Ba",373,"CITIGROUP PRIVATE BA"
"Technology Solutions",373,"TECHNOLOGY SOLUTIONS"
"IDEO",374,"IDEO"
"Hays",374,"HAYS"
"Xerox Global Service",374,"XEROX GLOBAL SERVICE"
"Mercury Communicatio",374,"MERCURY COMMUNICATIO"
"Commission Junction",374,"COMMISSION JUNCTION"
"University of Notre",374,"UNIVERSITY OF NOTRE"
"Law Office",375,"LAW OFFICE"
"State Street Global",375,"STATE STREET GLOBAL"
"University of Amster",376,"UNIVERSITY OF AMSTER"
"Siemens VDO Automoti",376,"SIEMENS VDO AUTOMOTI"
"Alcatel USA",377,"ALCATEL USA"
"Constellation Energy",377,"CONSTELLATION ENERGY"
"Comcast Cable",377,"COMCAST CABLE"
"National City",378,"NATIONAL CITY"
"CheckFree",378,"CHECKFREE"
"IBM Corp.",378,"IBM CORP"
"George Mason Univers",378,"GEORGE MASON UNIVERS"
"META Group",378,"META GROUP"
"Hexaware Technologie",379,"HEXAWARE TECHNOLOGIE"
"Mphasis",379,"MPHASIS"
"SONY",379,"SONY"
"Advertising.com",379,"ADVERTISING"
"orange",379,"ORANGE"
"SG",379,"SG"
"Pepsi",379,"PEPSI"
"Serena Software",380,"SERENA SOFTWARE"
"Undisclosed",380,"UNDISCLOSED"
"Sophos",380,"SOPHOS"
"Miller Brewing Compa",381,"MILLER BREWING COMPA"
"OgilvyOne",381,"OGILVYONE"
"Karolinska Institute",381,"KAROLINSKA INSTITUTE"
"IBM India",381,"IBM INDIA"
"Scandinavian Airline",381,"SCANDINAVIAN AIRLINE"
"Air Products and Che",381,"AIR PRODUCTS AND CHE"
"Tribal DDB",381,"TRIBAL DDB"
"Marvell",382,"MARVELL"
"KPMG Corporate Finan",382,"KPMG CORPORATE FINAN"
"TATA Consultancy Ser",382,"TATA CONSULTANCY SER"
"Citrix Systems, Inc.",382,"CITRIX SYSTEMS INC"
"Watson Wyatt Worldwi",382,"WATSON WYATT WORLDWI"
"TMN",383,"TMN"
"George Washington Un",383,"GEORGE WASHINGTON UN"
"Polska Telefonia Cyf",383,"POLSKA TELEFONIA CYF"
"Emerson",383,"EMERSON"
"Georgia Tech",383,"GEORGIA TECH"
"International Truck",383,"INTERNATIONAL TRUCK"
"Synopsys, Inc.",384,"SYNOPSYS INC"
"GTSI",384,"GTSI"
"NASA Ames Research C",384,"NASA AMES RESEARCH C"
"Ingersoll-Rand",384,"INGERSOLL RAND"
"Brocade",384,"BROCADE"
"MITRE",384,"MITRE"
"AKQA",384,"AKQA"
"ErgoGroup",384,"ERGOGROUP"
"L.E.K. Consulting",385,"LEK CONSULTING"
"Swedish Trade Counci",385,"SWEDISH TRADE COUNCI"
"Eddie Bauer",385,"EDDIE BAUER"
"McKinsey & Company,",385,"MCKINSEY & COMPANY"
"A.G. Edwards",386,"AG EDWARDS"
"Expedia, Inc.",386,"EXPEDIA INC"
"Adobe Systems Inc.",386,"ADOBE SYSTEMS INC"
"GXS",386,"GXS"
"QUALCOMM",386,"QUALCOMM"
"Critical Path",386,"CRITICAL PATH"
"Vignette Corporation",386,"VIGNETTE CORPORATION"
"AT&T Labs",387,"AT&T LABS"
"NMS Communications",387,"NMS COMMUNICATIONS"
"Infospace",387,"INFOSPACE"
"Rockwell Internation",387,"ROCKWELL INTERNATION"
"CDC",388,"CDC"
"IBM Denmark",388,"IBM DENMARK"
"SunGard Availability",388,"SUNGARD AVAILABILITY"
"Firmenich",388,"FIRMENICH"
"U.S. Bank",388,"US BANK"
"Weta Digital",388,"WETA DIGITAL"
"Borland Software",389,"BORLAND SOFTWARE"
"Fidelity Information",390,"FIDELITY INFORMATION"
"UN",390,"UN"
"IAF",390,"IAF"
"Amnesty Internationa",391,"AMNESTY INTERNATIONA"
"Chicago Tribune",391,"CHICAGO TRIBUNE"
"Easynet",391,"EASYNET"
"CEA",391,"CEA"
"Kforce Professional",391,"KFORCE PROFESSIONAL"
"Express Scripts",391,"EXPRESS SCRIPTS"
"SKF",391,"SKF"
"Yahoo! Inc",391,"YAHOO INC"
"US Cellular",391,"US CELLULAR"
"Lund University",391,"LUND UNIVERSITY"
"Neoris",392,"NEORIS"
"NNIT A/S",392,"NNIT AS"
"LucasArts",392,"LUCASARTS"
"Eli Lilly & Company",392,"ELI LILLY & COMPANY"
"Orange PCS",393,"ORANGE PCS"
"Dell Computer Corpor",393,"DELL COMPUTER CORPOR"
"IMG",393,"IMG"
"Revlon",393,"REVLON"
"Western Union",394,"WESTERN UNION"
"Deloitte.",394,"DELOITTE"
"Euro RSCG",394,"EURO RSCG"
"SchlumbergerSema",394,"SCHLUMBERGERSEMA"
"European Space Agenc",394,"EUROPEAN SPACE AGENC"
"VNU",395,"VNU"
"Technische Universit",395,"TECHNISCHE UNIVERSIT"
"ANZ Bank",395,"ANZ BANK"
"Bang & Olufsen",395,"BANG & OLUFSEN"
"Softtek",395,"SOFTTEK"
"University of Miami",395,"UNIVERSITY OF MIAMI"
"Universal Music Grou",396,"UNIVERSAL MUSIC GROU"
"ComputerLand",396,"COMPUTERLAND"
"Cirrus Logic",396,"CIRRUS LOGIC"
"Belgacom Mobile",396,"BELGACOM MOBILE"
"Polaroid",396,"POLAROID"
"DDB",396,"DDB"
"Uppsala University",396,"UPPSALA UNIVERSITY"
"Government of Canada",397,"GOVERNMENT OF CANADA"
"Carlson Companies",397,"CARLSON COMPANIES"
"CNET",397,"CNET"
"Valtech",397,"VALTECH"
"aaa",397,"AAA"
"Digital Insight",397,"DIGITAL INSIGHT"
"Robert Bosch",398,"ROBERT BOSCH"
"verizon",398,"VERIZON"
"Lawrence Berkeley Na",398,"LAWRENCE BERKELEY NA"
"Orange UK",398,"ORANGE UK"
"Open Text Corporatio",398,"OPEN TEXT CORPORATIO"
"ITT",398,"ITT"
"Atari",399,"ATARI"
"Financial Times",399,"FINANCIAL TIMES"
"Oracle India Pvt Ltd",399,"ORACLE INDIA PVT LTD"
"Luxoft",399,"LUXOFT"
"Sovereign Bank",399,"SOVEREIGN BANK"
"Organon",400,"ORGANON"
"Coca Cola",400,"COCA COLA"
"Ameritech",400,"AMERITECH"
"Arthur Andersen & Co",400,"ARTHUR ANDERSEN & CO"
"CHEP",400,"CHEP"
"Robert Walters",401,"ROBERT WALTERS"
"General Motors Corpo",401,"GENERAL MOTORS CORPO"
"California Institute",401,"CALIFORNIA INSTITUTE"
"Sasken Communication",401,"SASKEN COMMUNICATION"
"Andrew Corporation",401,"ANDREW CORPORATION"
"Ohio Savings Bank",401,"OHIO SAVINGS BANK"
"Pulte Homes",402,"PULTE HOMES"
"Virginia Tech",402,"VIRGINIA TECH"
"Nestle USA",402,"NESTLE USA"
"Stratus Technologies",402,"STRATUS TECHNOLOGIES"
"John Hancock Financi",403,"JOHN HANCOCK FINANCI"
"Intentia",403,"INTENTIA"
"Micron Technology",403,"MICRON TECHNOLOGY"
"Same",403,"SAME"
"St. Paul Travelers",403,"ST PAUL TRAVELERS"
"merrill lynch",404,"MERRILL LYNCH"
"BB&T",404,"BB&T"
"Alias",405,"ALIAS"
"U.S. Department of S",405,"US DEPARTMENT OF S"
"Witness Systems",405,"WITNESS SYSTEMS"
"ADIC",405,"ADIC"
"ThoughtWorks",405,"THOUGHTWORKS"
"IRI",406,"IRI"
"Boston Scientific Co",406,"BOSTON SCIENTIFIC CO"
"TIBCO",406,"TIBCO"
"IDG",407,"IDG"
"Eskom",407,"ESKOM"
"Agile Software",407,"AGILE SOFTWARE"
"CIT",407,"CIT"
"MRI",407,"MRI"
"Home",408,"HOME"
"Cendant Corporation",408,"CENDANT CORPORATION"
"Foundry Networks",408,"FOUNDRY NETWORKS"
"Saint-Gobain",409,"SAINT GOBAIN"
"Evalueserve",409,"EVALUESERVE"
"The New York Times",409,"THE NEW YORK TIMES"
"Fast Search & Transf",409,"FAST SEARCH & TRANSF"
"Johnson Controls, In",409,"JOHNSON CONTROLS IN"
"Mitchell Madison Gro",409,"MITCHELL MADISON GRO"
"Banco Santander",410,"BANCO SANTANDER"
"Advanced Technology",410,"ADVANCED TECHNOLOGY"
"Frito Lay",410,"FRITO LAY"
"Sopra Group",410,"SOPRA GROUP"
"C&W",410,"C&W"
"Technicolor",410,"TECHNICOLOR"
"SC Johnson",410,"SC JOHNSON"
"NORTEL",410,"NORTEL"
"United Nations Devel",410,"UNITED NATIONS DEVEL"
"Tele Atlas",411,"TELE ATLAS"
"L'OREAL",411,"L'OREAL"
"Goldman Sachs & Co.",411,"GOLDMAN SACHS & CO"
"Ohio State Universit",411,"OHIO STATE UNIVERSIT"
"HBO",411,"HBO"
"Department of Health",411,"DEPARTMENT OF HEALTH"
"BT plc",412,"BT PLC"
"Epsilon",412,"EPSILON"
"Lovells",412,"LOVELLS"
"RBC Dain Rauscher",412,"RBC DAIN RAUSCHER"
"Pacific Bell",412,"PACIFIC BELL"
"Corel Corporation",412,"COREL CORPORATION"
"Aflac",412,"AFLAC"
"Pre-Paid Legal Servi",413,"PRE PAID LEGAL SERVI"
"CP Ships",413,"CP SHIPS"
"VERITAS",413,"VERITAS"
"Ericsson Inc.",413,"ERICSSON INC"
"New Horizons",413,"NEW HORIZONS"
"Philip Morris USA",414,"PHILIP MORRIS USA"
"Palm, Inc.",414,"PALM INC"
"Robeco",414,"ROBECO"
"Arnold Worldwide",414,"ARNOLD WORLDWIDE"
"infosys",414,"INFOSYS"
"NASD",414,"NASD"
"JD Edwards",414,"JD EDWARDS"
"Insurance",415,"INSURANCE"
"Lam Research",415,"LAM RESEARCH"
"VeriSign, Inc.",415,"VERISIGN INC"
"confidential",415,"CONFIDENTIAL"
"Conexant Systems",416,"CONEXANT SYSTEMS"
"IBM Research",416,"IBM RESEARCH"
"Syntegra",416,"SYNTEGRA"
"KMD A/S",416,"KMD AS"
"ADT Security Service",416,"ADT SECURITY SERVICE"
"Zensar Technologies",416,"ZENSAR TECHNOLOGIES"
"Georgia-Pacific",416,"GEORGIA PACIFIC"
"Neiman Marcus",417,"NEIMAN MARCUS"
"Workbrain",417,"WORKBRAIN"
"Convergys Corporatio",417,"CONVERGYS CORPORATIO"
"University Hospital",417,"UNIVERSITY HOSPITAL"
"Royal Air Force",417,"ROYAL AIR FORCE"
"PR Newswire",417,"PR NEWSWIRE"
"The Weather Channel",417,"THE WEATHER CHANNEL"
"TekSystems",417,"TEKSYSTEMS"
"unilever",418,"UNILEVER"
"Associated Press",418,"ASSOCIATED PRESS"
"lastminute.com",418,"LASTMINUTE"
"Key Bank",418,"KEY BANK"
"Fluor",418,"FLUOR"
"Royal Navy",418,"ROYAL NAVY"
"Future Electronics",418,"FUTURE ELECTRONICS"
"ABN AMRO Bank NV",418,"ABN AMRO BANK NV"
"J. Walter Thompson",419,"J WALTER THOMPSON"
"SNCF",419,"SNCF"
"AT&T Wireless Servic",419,"AT&T WIRELESS SERVIC"
"UNISYS",419,"UNISYS"
"Nielsen Media Resear",420,"NIELSEN MEDIA RESEAR"
"Altera Corporation",420,"ALTERA CORPORATION"
"Hitachi",420,"HITACHI"
"Bausch & Lomb",420,"BAUSCH & LOMB"
"Right Management",421,"RIGHT MANAGEMENT"
"Hay Group",421,"HAY GROUP"
"citibank",421,"CITIBANK"
"Kaiser",421,"KAISER"
"Stream International",422,"STREAM INTERNATIONAL"
"Underwriters Laborat",422,"UNDERWRITERS LABORAT"
"USPS",422,"USPS"
"University of Cincin",422,"UNIVERSITY OF CINCIN"
"Egg",422,"EGG"
"Allstream",422,"ALLSTREAM"
"Royal & SunAlliance",422,"ROYAL & SUNALLIANCE"
"SGS",422,"SGS"
"Maxim Integrated Pro",422,"MAXIM INTEGRATED PRO"
"Arla Foods",422,"ARLA FOODS"
"Oce",423,"OCE"
"SunTrust",424,"SUNTRUST"
"USC",424,"USC"
"Capita",424,"CAPITA"
"Wang Laboratories",424,"WANG LABORATORIES"
"Investors Bank & Tru",425,"INVESTORS BANK & TRU"
"Pearson",425,"PEARSON"
"Latham & Watkins",425,"LATHAM & WATKINS"
"US Government",425,"US GOVERNMENT"
"Banca Intesa",425,"BANCA INTESA"
"American Heart Assoc",425,"AMERICAN HEART ASSOC"
"Fleishman-Hillard",426,"FLEISHMAN HILLARD"
"Premera Blue Cross",426,"PREMERA BLUE CROSS"
"Rohm and Haas Compan",426,"ROHM AND HAAS COMPAN"
"UCSD",426,"UCSD"
"UNICEF",426,"UNICEF"
"Los Angeles Times",427,"LOS ANGELES TIMES"
"University of Centra",427,"UNIVERSITY OF CENTRA"
"New Horizons Compute",427,"NEW HORIZONS COMPUTE"
"adidas",427,"ADIDAS"
"Vivendi Universal Ga",427,"VIVENDI UNIVERSAL GA"
"YMCA",428,"YMCA"
"Shearman & Sterling",428,"SHEARMAN & STERLING"
"Levi Strauss & Co.",428,"LEVI STRAUSS & CO"
"Legg Mason",428,"LEGG MASON"
"Ajilon Finance",429,"AJILON FINANCE"
"ESRI",429,"ESRI"
"RadioShack Corporati",429,"RADIOSHACK CORPORATI"
"Vanguard",429,"VANGUARD"
"Danfoss A/S",430,"DANFOSS AS"
"Science Applications",430,"SCIENCE APPLICATIONS"
"Coloplast A/S",430,"COLOPLAST AS"
"amdocs",430,"AMDOCS"
"BlueCross BlueShield",430,"BLUECROSS BLUESHIELD"
"ECI",430,"ECI"
"Zurich",431,"ZURICH"
"Prudential Californi",431,"PRUDENTIAL CALIFORNI"
"csc",431,"CSC"
"Fisher Scientific",431,"FISHER SCIENTIFIC"
"St. Jude Medical",431,"ST JUDE MEDICAL"
"Old Mutual",431,"OLD MUTUAL"
"MBNA America",431,"MBNA AMERICA"
"Ciba Specialty Chemi",432,"CIBA SPECIALTY CHEMI"
"Frito-Lay",432,"FRITO LAY"
"ChevronTexaco",432,"CHEVRONTEXACO"
"Commonwealth Bank",432,"COMMONWEALTH BANK"
"Invensys",433,"INVENSYS"
"Banksys",433,"BANKSYS"
"Scania",434,"SCANIA"
"Liberty Mutual Insur",434,"LIBERTY MUTUAL INSUR"
"Temple University",434,"TEMPLE UNIVERSITY"
"IMS",435,"IMS"
"Credit Lyonnais",435,"CREDIT LYONNAIS"
"Moody's Investors Se",435,"MOODY'S INVESTORS SE"
"Factiva",435,"FACTIVA"
"BenQ Mobile",435,"BENQ MOBILE"
"University of Utah",436,"UNIVERSITY OF UTAH"
"KPMG Peat Marwick",436,"KPMG PEAT MARWICK"
"E*TRADE Financial",436,"ETRADE FINANCIAL"
"IFS",436,"IFS"
"Education",436,"EDUCATION"
"BMW Group",436,"BMW GROUP"
"GTECH",436,"GTECH"
"Mercer Oliver Wyman",436,"MERCER OLIVER WYMAN"
"Oberthur Card System",436,"OBERTHUR CARD SYSTEM"
"Ticketmaster",437,"TICKETMASTER"
"KPN Mobile",437,"KPN MOBILE"
"World Savings",437,"WORLD SAVINGS"
"DEC",437,"DEC"
"Delft University of",438,"DELFT UNIVERSITY OF"
"American Home Mortga",438,"AMERICAN HOME MORTGA"
"Borland Software Cor",438,"BORLAND SOFTWARE COR"
"MCI Telecommunicatio",438,"MCI TELECOMMUNICATIO"
"The Princeton Review",438,"THE PRINCETON REVIEW"
"Politecnico di Milan",438,"POLITECNICO DI MILAN"
"MeadWestvaco",439,"MEADWESTVACO"
"Optimus",439,"OPTIMUS"
"Taleo",439,"TALEO"
"Thermo Electron",439,"THERMO ELECTRON"
"Centex Homes",439,"CENTEX HOMES"
"ILOG",440,"ILOG"
"Huron Consulting Gro",440,"HURON CONSULTING GRO"
"Dendrite Internation",440,"DENDRITE INTERNATION"
"Reliance Infocomm",440,"RELIANCE INFOCOMM"
"Broadcom Corporation",440,"BROADCOM CORPORATION"
"Lionbridge Technolog",440,"LIONBRIDGE TECHNOLOG"
"PNC Bank",441,"PNC BANK"
"Kenexa",441,"KENEXA"
"AAPT",441,"AAPT"
"Santa Clara Universi",441,"SANTA CLARA UNIVERSI"
"Marvell Semiconducto",442,"MARVELL SEMICONDUCTO"
"Cablevision",442,"CABLEVISION"
"COMSYS",442,"COMSYS"
"Mainframe Entertainm",442,"MAINFRAME ENTERTAINM"
"KeyBank",442,"KEYBANK"
"McDonald's",442,"MCDONALD'S"
"Stryker",443,"STRYKER"
"Massachusetts Genera",443,"MASSACHUSETTS GENERA"
"Fairchild Semiconduc",443,"FAIRCHILD SEMICONDUC"
"Citadel Investment G",443,"CITADEL INVESTMENT G"
"AFLAC",444,"AFLAC"
"TELUS Communications",444,"TELUS COMMUNICATIONS"
"Drexel University",444,"DREXEL UNIVERSITY"
"Mahindra British Tel",444,"MAHINDRA BRITISH TEL"
"Banco Itau",445,"BANCO ITAU"
"Royal Mail",445,"ROYAL MAIL"
"School",445,"SCHOOL"
"dell",446,"DELL"
"TIBCO Software",446,"TIBCO SOFTWARE"
"France Telecom R&D",446,"FRANCE TELECOM R&D"
"RENAULT",446,"RENAULT"
"Lotus",446,"LOTUS"
"Mayo Clinic",446,"MAYO CLINIC"
"Pharmacia",447,"PHARMACIA"
"Allergan",447,"ALLERGAN"
"Capella University",448,"CAPELLA UNIVERSITY"
"Turner Construction",448,"TURNER CONSTRUCTION"
"ING Investment Manag",448,"ING INVESTMENT MANAG"
"Department of Justic",449,"DEPARTMENT OF JUSTIC"
"Paychex",449,"PAYCHEX"
"VIVO",449,"VIVO"
"KPMG, LLP",449,"KPMG LLP"
"Texas Instruments In",450,"TEXAS INSTRUMENTS IN"
"University of Roches",450,"UNIVERSITY OF ROCHES"
"AAA",450,"AAA"
"CEMEX",450,"CEMEX"
"University of Britis",450,"UNIVERSITY OF BRITIS"
"Comarch",450,"COMARCH"
"XYZ",450,"XYZ"
"CSG Systems",450,"CSG SYSTEMS"
"Affymetrix",451,"AFFYMETRIX"
"Sony Pictures Imagew",451,"SONY PICTURES IMAGEW"
"Telelogic",451,"TELELOGIC"
"The Dow Chemical Com",451,"THE DOW CHEMICAL COM"
"Freelancer",451,"FREELANCER"
"COLT",451,"COLT"
"State Street Bank",451,"STATE STREET BANK"
"Corbis",452,"CORBIS"
"New Century Mortgage",452,"NEW CENTURY MORTGAGE"
"University of Waterl",452,"UNIVERSITY OF WATERL"
"eBay, Inc.",452,"EBAY INC"
"nokia",452,"NOKIA"
"BroadVision",453,"BROADVISION"
"DR",453,"DR"
"Indian Institute of",453,"INDIAN INSTITUTE OF"
"Carphone Warehouse",453,"CARPHONE WAREHOUSE"
"McKesson Corporation",454,"MCKESSON CORPORATION"
"HCL Technologies Ltd",454,"HCL TECHNOLOGIES LTD"
"Portugal Telecom",454,"PORTUGAL TELECOM"
"Serono",454,"SERONO"
"International Rectif",455,"INTERNATIONAL RECTIF"
"CMP Media",455,"CMP MEDIA"
"Saudi Aramco",455,"SAUDI ARAMCO"
"Alliance Consulting",455,"ALLIANCE CONSULTING"
"AEGON",456,"AEGON"
"Idea Integration",456,"IDEA INTEGRATION"
"PMC-Sierra",457,"PMC SIERRA"
"Safeco Insurance",457,"SAFECO INSURANCE"
"EY",457,"EY"
"Silicon Valley Bank",457,"SILICON VALLEY BANK"
"Robert Half",458,"ROBERT HALF"
"ADC Telecommunicatio",458,"ADC TELECOMMUNICATIO"
"Independent Contract",458,"INDEPENDENT CONTRACT"
"Axalto",458,"AXALTO"
"Concordia University",459,"CONCORDIA UNIVERSITY"
"AT&T Bell Laboratori",459,"AT&T BELL LABORATORI"
"Estee Lauder",459,"ESTEE LAUDER"
"iXL",459,"IXL"
"Wachovia Corporation",459,"WACHOVIA CORPORATION"
"BusinessEdge Solutio",459,"BUSINESSEDGE SOLUTIO"
"WebEx",459,"WEBEX"
"CAE",460,"CAE"
"Rogers Wireless",460,"ROGERS WIRELESS"
"EMC Corp",460,"EMC CORP"
"Lotus Development",460,"LOTUS DEVELOPMENT"
"QAD",460,"QAD"
"Tampere University o",461,"TAMPERE UNIVERSITY O"
"Eaton",461,"EATON"
"CDI",461,"CDI"
"PPD",461,"PPD"
"ACN",461,"ACN"
"Alcan",461,"ALCAN"
"First American Title",462,"FIRST AMERICAN TITLE"
"Penn State Universit",462,"PENN STATE UNIVERSIT"
"DePaul University",462,"DEPAUL UNIVERSITY"
"MCI WorldCom",462,"MCI WORLDCOM"
"TransUnion",462,"TRANSUNION"
"EDB Business Partner",462,"EDB BUSINESS PARTNER"
"Mercury Computer Sys",462,"MERCURY COMPUTER SYS"
"Andersen Business Co",463,"ANDERSEN BUSINESS CO"
"Aramark",463,"ARAMARK"
"Jet Propulsion Labor",463,"JET PROPULSION LABOR"
"Detica",464,"DETICA"
"Worldcom",464,"WORLDCOM"
"Organic",464,"ORGANIC"
"Global One",464,"GLOBAL ONE"
"Lycos",465,"LYCOS"
"Novartis Consumer He",465,"NOVARTIS CONSUMER HE"
"FedEx Kinko's",465,"FEDEX KINKO'S"
"Allianz",465,"ALLIANZ"
"Kurt Salmon Associat",465,"KURT SALMON ASSOCIAT"
"TD Canada Trust",465,"TD CANADA TRUST"
"BHP Billiton",465,"BHP BILLITON"
"McLeodUSA",466,"MCLEODUSA"
"Lazard",466,"LAZARD"
"Versatel",466,"VERSATEL"
"Symantec Corp",466,"SYMANTEC CORP"
"Orbitz",467,"ORBITZ"
"Network Rail",468,"NETWORK RAIL"
"Dexia",468,"DEXIA"
"Polo Ralph Lauren",468,"POLO RALPH LAUREN"
"government",468,"GOVERNMENT"
"Alliance Data System",468,"ALLIANCE DATA SYSTEM"
"Sema Group",468,"SEMA GROUP"
"Check Point",469,"CHECK POINT"
"VALEO",469,"VALEO"
"IBM UK",469,"IBM UK"
"Hewlett-Packard Co.",469,"HEWLETT PACKARD CO"
"PG&E",469,"PG&E"
"Genesys",470,"GENESYS"
"Case Western Reserve",470,"CASE WESTERN RESERVE"
"JPMC",470,"JPMC"
"ARM",470,"ARM"
"Informix Software",470,"INFORMIX SOFTWARE"
"Georgia Pacific",471,"GEORGIA PACIFIC"
"Bowne Global Solutio",471,"BOWNE GLOBAL SOLUTIO"
"Google Inc.",471,"GOOGLE INC"
"ATG",471,"ATG"
"Celerant Consulting",471,"CELERANT CONSULTING"
"Franklin Templeton",471,"FRANKLIN TEMPLETON"
"Fiserv",471,"FISERV"
"J.D. Edwards",472,"JD EDWARDS"
"Morrison & Foerster",472,"MORRISON & FOERSTER"
"URS Corporation",472,"URS CORPORATION"
"Telefonica Empresas",473,"TELEFONICA EMPRESAS"
"Vonage",473,"VONAGE"
"Robert Bosch GmbH",474,"ROBERT BOSCH GMBH"
"Advent Software",474,"ADVENT SOFTWARE"
"Army",474,"ARMY"
"Kimberly-Clark",474,"KIMBERLY CLARK"
"Willis",475,"WILLIS"
"Owens Corning",475,"OWENS CORNING"
"NetApp",475,"NETAPP"
"Indra",476,"INDRA"
"Volvo",476,"VOLVO"
"JDS Uniphase",476,"JDS UNIPHASE"
"IBM Australia",476,"IBM AUSTRALIA"
"Siemens VDO",476,"SIEMENS VDO"
"Western Digital",476,"WESTERN DIGITAL"
"London Business Scho",477,"LONDON BUSINESS SCHO"
"philips",477,"PHILIPS"
"ATI",478,"ATI"
"Philips Research",478,"PHILIPS RESEARCH"
"Cegetel",479,"CEGETEL"
"Ericsson Radio Syste",479,"ERICSSON RADIO SYSTE"
"Novartis Pharma AG",479,"NOVARTIS PHARMA AG"
"Misys",479,"MISYS"
"Russell Reynolds Ass",479,"RUSSELL REYNOLDS ASS"
"SRA International",480,"SRA INTERNATIONAL"
"Providian Financial",480,"PROVIDIAN FINANCIAL"
"Aventis",480,"AVENTIS"
"FedEx Express",480,"FEDEX EXPRESS"
"Pepsi Bottling Group",481,"PEPSI BOTTLING GROUP"
"Guidant Corporation",481,"GUIDANT CORPORATION"
"Wellington Managemen",481,"WELLINGTON MANAGEMEN"
"Northern Trust",481,"NORTHERN TRUST"
"Clear Channel Radio",481,"CLEAR CHANNEL RADIO"
"Intelsat",482,"INTELSAT"
"Worldspan",482,"WORLDSPAN"
"Wilson Sonsini Goodr",483,"WILSON SONSINI GOODR"
"Intuit, Inc.",483,"INTUIT INC"
"Mitsubishi Electric",483,"MITSUBISHI ELECTRIC"
"CBA",483,"CBA"
"CNRS",483,"CNRS"
"Capco",483,"CAPCO"
"Harte-Hanks",484,"HARTE HANKS"
"Brown Brothers Harri",484,"BROWN BROTHERS HARRI"
"Volvo IT",484,"VOLVO IT"
"Tyco",484,"TYCO"
"Grainger",484,"GRAINGER"
"American University",485,"AMERICAN UNIVERSITY"
"Clear Channel",486,"CLEAR CHANNEL"
"UCB",486,"UCB"
"Commonwealth Bank of",487,"COMMONWEALTH BANK OF"
"Siemens Building Tec",487,"SIEMENS BUILDING TEC"
"Princeton University",487,"PRINCETON UNIVERSITY"
"JPMorgan Chase Bank",487,"JPMORGAN CHASE BANK"
"University of Oslo",489,"UNIVERSITY OF OSLO"
"GMAC",489,"GMAC"
"Administaff",489,"ADMINISTAFF"
"Westpac Banking Corp",489,"WESTPAC BANKING CORP"
"Animal Logic",490,"ANIMAL LOGIC"
"Oracle India",490,"ORACLE INDIA"
"HCA",490,"HCA"
"Serco",490,"SERCO"
"BBDO",490,"BBDO"
"Gerson Lehrman Group",491,"GERSON LEHRMAN GROUP"
"Hill & Knowlton",491,"HILL & KNOWLTON"
"IBM Global Business",491,"IBM GLOBAL BUSINESS"
"Sonofon",491,"SONOFON"
"ETH Zurich",491,"ETH ZURICH"
"Wind River Systems",491,"WIND RIVER SYSTEMS"
"Headstrong",491,"HEADSTRONG"
"at&t",491,"AT&T"
"Post Danmark",492,"POST DANMARK"
"IBM France",492,"IBM FRANCE"
"Ecolab",492,"ECOLAB"
"MBT",492,"MBT"
"Rogers",492,"ROGERS"
"General Electric Com",493,"GENERAL ELECTRIC COM"
"Blast Radius",493,"BLAST RADIUS"
"Gap, Inc.",494,"GAP INC"
"Allied Domecq",494,"ALLIED DOMECQ"
"NAB",495,"NAB"
"ABN AMRO Bank N.V.",495,"ABN AMRO BANK NV"
"Acxiom Corporation",495,"ACXIOM CORPORATION"
"FileNet",495,"FILENET"
"Bell Mobility",495,"BELL MOBILITY"
"Broadwing Communicat",495,"BROADWING COMMUNICAT"
"Allen & Overy",496,"ALLEN & OVERY"
"Price Waterhouse Coo",497,"PRICE WATERHOUSE COO"
"Merck & Co.",497,"MERCK & CO"
"Reliant Energy",497,"RELIANT ENERGY"
"Redback Networks",497,"REDBACK NETWORKS"
"Google, Inc.",498,"GOOGLE INC"
"Dell Computers",498,"DELL COMPUTERS"
"MindTree Consulting",498,"MINDTREE CONSULTING"
"World Financial Grou",499,"WORLD FINANCIAL GROU"
"Telcordia",499,"TELCORDIA"
"FedEx Services",499,"FEDEX SERVICES"
"Scientific Atlanta",500,"SCIENTIFIC ATLANTA"
"THALES",500,"THALES"
"Exact Software",500,"EXACT SOFTWARE"
"Arthur Andersen Busi",500,"ARTHUR ANDERSEN BUSI"
"Ministry of Educatio",500,"MINISTRY OF EDUCATIO"
"BenQ",500,"BENQ"
"McDonald's Corporati",500,"MCDONALD'S CORPORATI"
"American Family Insu",501,"AMERICAN FAMILY INSU"
"Harrah's Entertainme",501,"HARRAH'S ENTERTAINME"
"IBM Corp",501,"IBM CORP"
"Good Technology",502,"GOOD TECHNOLOGY"
